테이블명,테이블 설명,모듈구분,시스템 테이블,컬렴명,컬렴설명,데이터 타입,NOT NULL,PK 여부,FK 여부,참조 테이블,참조 컬럼
FAF150,FA.자금-계정코드,NULL,,plan_day,수립기준일,Int,,,,,
FAF150,FA.자금-계정코드,NULL,,day_bc,공휴처리구분,Combo,,,,,
FAF150,FA.자금-계정코드,NULL,,fr_day,일자From,Int,,,,,
FAF150,FA.자금-계정코드,NULL,,to_day,일자To,Int,,,,,
FAF150,FA.자금-계정코드,NULL,,fix_amt,월고정자금,Decimal,,,,,
FAF150,FA.자금-계정코드,NULL,,dsc,비고,Text,,,,,
FAF150,FA.자금-계정코드,NULL,,cid,작성자,Int,,,,,
FAF150,FA.자금-계정코드,NULL,,cdt,작성일,Date,,,,,
FAF150,FA.자금-계정코드,NULL,,mid,수정자,Int,,,,,
FAF150,FA.자금-계정코드,NULL,,mdt,수정일,Date,,,,,
FAF200,FA.일별자금계획,NULL,,co_cd,법인코드,Text,1,1,,,
FAF200,FA.일별자금계획,NULL,,plan_dt,계획일자,Date,1,1,,,
FAF200,FA.일별자금계획,NULL,,fund_cd,자금과목코드,Text,1,1,,,
FAF200,FA.일별자금계획,NULL,,ent_id,등록ID,Int,1,1,,,
FAF200,FA.일별자금계획,NULL,,amt,금액,Decimal,,,,,
FAF200,FA.일별자금계획,NULL,,rmks,내역,Text,,,,,
FAF200,FA.일별자금계획,NULL,,acc_cd,계정코드,Text,,,,,
FAF200,FA.일별자금계획,NULL,,src_ent_id,생성기준ID,Int,,,,,
FAF200,FA.일별자금계획,NULL,,cid,생성자,Int,,,,,
FAF200,FA.일별자금계획,NULL,,cdt,생성일,Date,,,,,
FAF200,FA.일별자금계획,NULL,,mid,수정자,Int,,,,,
FAF200,FA.일별자금계획,NULL,,mdt,수정일,Date,,,,,
FAF300,FA.주별자금계획,NULL,,co_cd,법인코드,Text,1,1,,,
FAF300,FA.주별자금계획,NULL,,plan_mon,계획년월,Text,1,1,,,
FAF300,FA.주별자금계획,NULL,,fund_cd,자금과목코드,Text,1,1,,,
FAF300,FA.주별자금계획,NULL,,w1_amt,1주차계획,Decimal,,,,,
FAF300,FA.주별자금계획,NULL,,w2_amt,2주차계획,Decimal,,,,,
FAF300,FA.주별자금계획,NULL,,w3_amt,3주차계획,Decimal,,,,,
FAF300,FA.주별자금계획,NULL,,w4_amt,4주차계획,Decimal,,,,,
FAF300,FA.주별자금계획,NULL,,w5_amt,5주차계획,Decimal,,,,,
FAF300,FA.주별자금계획,NULL,,dsc,비고,Text,,,,,
FAF300,FA.주별자금계획,NULL,,cid,작성자,Int,,,,,
FAF300,FA.주별자금계획,NULL,,cdt,작성일,Date,,,,,
FAF400,FA.월정기결제내역,NULL,,co_cd,법인코드,Text,1,1,,,
FAF400,FA.월정기결제내역,NULL,,plan_mon,계획년월,Text,1,1,,,
FAF400,FA.월정기결제내역,NULL,,div_cd,회계단위코드,Text,1,1,,,
FAF400,FA.월정기결제내역,NULL,,cust_cd,거래처코드,Text,1,1,,,
FAF400,FA.월정기결제내역,NULL,,out1_amt,채무계정1,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,out2_amt,채무계정2,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,out3_amt,채무계정3,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,out4_amt,채무계정4,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,out5_amt,채무계정5,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,in1_amt,채권계정1,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,in2_amt,채권계정2,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,in3_amt,채권계정3,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,in4_amt,채권계정4,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,in5_amt,채권계정5,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,fit_amt,조정액,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,pay_amt,결제액,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,tot_amt,실결제액,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,pay_dt,결제일자,Date,,,,,
FAF400,FA.월정기결제내역,NULL,,pay1_amt,현금,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,pay2_amt,어음,Decimal,,,,,
FAF400,FA.월정기결제내역,NULL,,bank_cd,은행코드,Combo,,,,,
FAF400,FA.월정기결제내역,NULL,,pset_bc,결제조건,Combo,,,,,
FAF400,FA.월정기결제내역,NULL,,end_dt,만기일자,Date,,,,,
FAF400,FA.월정기결제내역,NULL,,end_yn,마감여부,Check,,,,,
FAF400,FA.월정기결제내역,NULL,,doc_no,전표번호,Text,,,,,
FAF400,FA.월정기결제내역,NULL,,doc_sq,전표순번,Int,,,,,
FAF400,FA.월정기결제내역,NULL,,dsc,비고,Text,,,,,
FAF400,FA.월정기결제내역,NULL,,cid,작성자,Int,,,,,
FAF400,FA.월정기결제내역,NULL,,cdt,작성일,Date,,,,,
FAF410,FA.월결재기준계정,NULL,,co_cd,법인코드,Text,1,1,,,
FAF410,FA.월결재기준계정,NULL,,rec_bc,채권채무구분,Combo,1,1,,,
FAF410,FA.월결재기준계정,NULL,,acc_cd,계정코드,Text,1,1,,,
FAF410,FA.월결재기준계정,NULL,,dsc,비고,Text,,,,,
FAF410,FA.월결재기준계정,NULL,,cid,생성자,Int,,,,,
FAF410,FA.월결재기준계정,NULL,,cdt,생성일,Date,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,ent_id,등록ID,Int,1,1,,,
FAF420,FA.월정기결재내역(AJ),NULL,,mng_val,관리항목값,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,acc_cd,계정코드,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,div_cd,회계단위코드,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,cust_cd,거래처코드,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,plan_mon,계획년월,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,co_cd,법인코드,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,in_end,외상매출,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,out_end,외상매입,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,out_bas,외상매입,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,out2_bas,미지급,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,out2_pay,미지급,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,fit_amt,조정액,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,pay_amt,결제액,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,tot_amt,실결제액,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,pay_dt,결제일,Date,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,pay1_amt,지불,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,pay2_amt,지불,Decimal,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,bank_cd,은행코드,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,pset_bc,결제조건,Combo,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,end_dt,만기일자,Date,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,doc_no,전표번호,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,doc_sq,전표순번,Int,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,dsc,비고,Text,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,cid,작성자,Int,,,,,
FAF420,FA.월정기결재내역(AJ),NULL,,cdt,작성일,Date,,,,,
FAF500,FA.자금일보기준계정,NULL,,ent_id,등록ID,Int,1,1,,,
FAF500,FA.자금일보기준계정,NULL,,co_cd,법인코드,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,sq_no,출력순번,Int,,,,,
FAF500,FA.자금일보기준계정,NULL,,tab,TAB,Int,,,,,
FAF500,FA.자금일보기준계정,NULL,,ty,구분,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,acc_cd,계정코드,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,mng_no,관리항목번호,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,mng_val,관리항목값,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,ty2,구분2,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,ty3,구분3,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,dsc,비고,Text,,,,,
FAF500,FA.자금일보기준계정,NULL,,cid,작성자,Int,,,,,
FAF500,FA.자금일보기준계정,NULL,,cdt,작성일,Date,,,,,
FAF800,FA.고정자금계획,NULL,,co_cd,법인코드,Combo,1,1,,,
FAF800,FA.고정자금계획,NULL,,fund_cd,자금과목코드,Combo,1,1,,,
FAF800,FA.고정자금계획,NULL,,ent_id,등록ID,Int,1,1,,,
FAF800,FA.고정자금계획,NULL,,dt,일자,Combo,,,,,
FAF800,FA.고정자금계획,NULL,,amt,금액,Decimal,,,,,
FAF800,FA.고정자금계획,NULL,,rmks,내역,Text,,,,,
FAF800,FA.고정자금계획,NULL,,use_yn,사용여부,Check,,,,,
FAF800,FA.고정자금계획,NULL,,cid,생성자,Int,,,,,
FAF800,FA.고정자금계획,NULL,,cdt,생성일,Date,,,,,
FAF800,FA.고정자금계획,NULL,,mid,수정자,Int,,,,,
FAF800,FA.고정자금계획,NULL,,mdt,수정일,Date,,,,,
FAG100,FA.지급어음,NULL,,co_cd,법인코드,Text,1,1,,,
FAG100,FA.지급어음,NULL,,mng_no,지급어음번호,Text,1,1,,,
FAG100,FA.지급어음,NULL,,div_cd,회계단위코드,Text,,,,,
FAG100,FA.지급어음,NULL,,cust_cd,거래처코드,Text,,,,,
FAG100,FA.지급어음,NULL,,bank_cd,지급은행코드,Combo,,,,,
FAG100,FA.지급어음,NULL,,iss_bc,발행구분,Combo,,,,,
FAG100,FA.지급어음,NULL,,iss_dt,발행일자,Date,,,,,
FAG100,FA.지급어음,NULL,,end_dt,만기일자,Date,,,,,
FAG100,FA.지급어음,NULL,,amt,어음금액,Decimal,,,,,
FAG100,FA.지급어음,NULL,,mng_rmk,적요,Text,,,,,
FAG100,FA.지급어음,NULL,,cancel_rmk,취소사유,Text,,,,,
FAG100,FA.지급어음,NULL,,base_yn,기초여부 : D,Check,,,,,
FAG100,FA.지급어음,NULL,,stat_bc,진행상태구분,Combo,,,,,
FAG100,FA.지급어음,NULL,,ent_bc,입력경로구분,Combo,,,,,
FAG100,FA.지급어음,NULL,,rmks,비고,Text,,,,,
FAG100,FA.지급어음,NULL,,cid,생성자,Int,,,,,
FAG100,FA.지급어음,NULL,,cdt,생성일,Date,,,,,
FAG100,FA.지급어음,NULL,,mid,수정자,Int,,,,,
FAG100,FA.지급어음,NULL,,mdt,수정일,Date,,,,,
FAG500,FA.받을어음,NULL,,co_cd,법인코드,Text,1,1,,,
FAG500,FA.받을어음,NULL,,mng_no,받을어음번호,Text,1,1,,,
FAG500,FA.받을어음,NULL,,div_cd,회계사업장코드,Text,,,,,
FAG500,FA.받을어음,NULL,,cust_cd,거래처코드,Text,,,,,
FAG500,FA.받을어음,NULL,,bank_cd,지급은행코드,Text,,,,,
FAG500,FA.받을어음,NULL,,iss_bc,발행구분,Combo,,,,,
FAG500,FA.받을어음,NULL,,iss_dt,발행일자,Date,,,,,
FAG500,FA.받을어음,NULL,,end_dt,만기일자,Date,,,,,
FAG500,FA.받을어음,NULL,,amt,어음금액,Decimal,,,,,
FAG500,FA.받을어음,NULL,,iss_cust,최초발행처,Text,,,,,
FAG500,FA.받을어음,NULL,,iss_bank,발행은행명,Text,,,,,
FAG500,FA.받을어음,NULL,,get_dt,수령일자,Date,,,,,
FAG500,FA.받을어음,NULL,,get_dept,수령부서,Text,,,,,
FAG500,FA.받을어음,NULL,,get_emp,수령사원,Text,,,,,
FAG500,FA.받을어음,NULL,,mng_rmk,적요,Text,,,,,
FAG500,FA.받을어음,NULL,,cancel_rmk,취소사유,Text,,,,,
FAG500,FA.받을어음,NULL,,base_yn,기초여부,Check,,,,,
FAG500,FA.받을어음,NULL,,etc_amt1,할인수수료,Decimal,,,,,
FAG500,FA.받을어음,NULL,,etc_amt2,추심료,Decimal,,,,,
FAG500,FA.받을어음,NULL,,dc_rt,할인율,Decimal,,,,,
FAG500,FA.받을어음,NULL,,trans,배서거래처명,Text,,,,,
FAG500,FA.받을어음,NULL,,stat_bc,진행상태구분,Combo,,,,,
FAG500,FA.받을어음,NULL,,ent_bc,입력경로구분,Combo,,,,,
FAG500,FA.받을어음,NULL,,rmks,비고,Text,,,,,
FAG500,FA.받을어음,NULL,,cid,생성자,Int,,,,,
FAG500,FA.받을어음,NULL,,cdt,생성일,Date,,,,,
FAG500,FA.받을어음,NULL,,mid,수정자,Int,,,,,
FAG500,FA.받을어음,NULL,,mdt,수정일,Date,,,,,
FAH100,FA.결의서유형,NULL,,co_cd,법인코드,Text,1,1,,,
FAH100,FA.결의서유형,NULL,,draft_cd,결의서유형코드,Text,1,1,,,
FAH100,FA.결의서유형,NULL,,title,결의서유형명,Text,,,,,
FAH100,FA.결의서유형,NULL,,div_cd,회계단위,Text,,,,,
FAH100,FA.결의서유형,NULL,,dis_bc,배부기준,Combo,,,,,
FAH100,FA.결의서유형,NULL,,rmks,비고,Text,,,,,
FAH100,FA.결의서유형,NULL,,cid,생성자,Int,,,,,
FAH100,FA.결의서유형,NULL,,cdt,생성일,Date,,,,,
FAH100,FA.결의서유형,NULL,,mid,수정자,Int,,,,,
FAH100,FA.결의서유형,NULL,,mdt,수정일,Date,,,,,
FAH150,FA.결의서계정,NULL,,co_cd,법인코드,Text,1,1,,,
FAH150,FA.결의서계정,NULL,,draft_cd,결의서유형코드,Text,1,1,,,
FAH150,FA.결의서계정,NULL,,sq_no,순번,Int,1,1,,,
FAH150,FA.결의서계정,NULL,,acc_cd,계정코드,Text,,,,,
FAH150,FA.결의서계정,NULL,,mng_no,관리항목번호,Text,,,,,
FAH150,FA.결의서계정,NULL,,mng_val,관리항목값,Text,,,,,
FAH150,FA.결의서계정,NULL,,mng_dsc,관리항목값명,Text,,,,,
FAH150,FA.결의서계정,NULL,,dept_cd,귀속부서코드,Text,,,,,
FAH150,FA.결의서계정,NULL,,emp_cnt,부서인원,Int,,,,,
FAH150,FA.결의서계정,NULL,,dis_val,배부기준값,Decimal,,,,,
FAH150,FA.결의서계정,NULL,,rmks,비고,Text,,,,,
FAH150,FA.결의서계정,NULL,,cid,생성자,Int,,,,,
FAH150,FA.결의서계정,NULL,,cdt,생성일,Date,,,,,
FAH150,FA.결의서계정,NULL,,mid,수정자,Int,,,,,
FAH150,FA.결의서계정,NULL,,mdt,수정일,Date,,,,,
FAH200,FA.결의서정보,NULL,,draft_no,결의서번호,Text,1,1,,,
FAH200,FA.결의서정보,NULL,,doc_dt,전표일자,Date,1,,,,
FAH200,FA.결의서정보,NULL,,co_cd,법인코드,Text,,,,,
FAH200,FA.결의서정보,NULL,,div_cd,회계단위,Text,,,,,
FAH200,FA.결의서정보,NULL,,title,발의내용,Text,,,,,
FAH200,FA.결의서정보,NULL,,dept_cd,발의부서코드,Text,1,,,,
FAH200,FA.결의서정보,NULL,,doc_rid,발의자ID,Int,,,,,
FAH200,FA.결의서정보,NULL,,doc_amt,금액,Decimal,,,,,
FAH200,FA.결의서정보,NULL,,vat_amt,부가세,Decimal,,,,,
FAH200,FA.결의서정보,NULL,,acc_cd,상대계정,Text,,,,,
FAH200,FA.결의서정보,NULL,,bank_cd,금융기관,Text,,,,,
FAH200,FA.결의서정보,NULL,,acct_no,계좌번호,Text,,,,,
FAH200,FA.결의서정보,NULL,,doc_no,전표번호,Text,,,,,
FAH200,FA.결의서정보,NULL,,cid,생성자,Int,,,,,
FAH200,FA.결의서정보,NULL,,cdt,생성일,Date,,,,,
FAH200,FA.결의서정보,NULL,,mid,수정자,Int,,,,,
FAH200,FA.결의서정보,NULL,,mdt,수정일,Date,,,,,
FAH250,FA.결의서세부,NULL,,draft_no,결의서번호,Text,1,1,,,
FAH250,FA.결의서세부,NULL,,sq_no,순번,Int,1,1,,,
FAH250,FA.결의서세부,NULL,,acc_cd,계정코드,Text,,,,,
FAH250,FA.결의서세부,NULL,,mng_no,관리항목번호,Text,,,,,
FAH250,FA.결의서세부,NULL,,mng_val,관리항목값,Text,,,,,
FAH250,FA.결의서세부,NULL,,mng_dsc,관리항목값명,Text,,,,,
FAH250,FA.결의서세부,NULL,,dept_cd,귀속부서코드,Text,,,,,
FAH250,FA.결의서세부,NULL,,doc_amt,금액,Decimal,,,,,
FAH250,FA.결의서세부,NULL,,dis_val,배부기준값,Decimal,,,,,
FAH250,FA.결의서세부,NULL,,rmks,비고,Text,,,,,
FAH250,FA.결의서세부,NULL,,cid,생성자,Int,,,,,
FAH250,FA.결의서세부,NULL,,cdt,생성일,Date,,,,,
FAH250,FA.결의서세부,NULL,,mid,수정자,Int,,,,,
FAH250,FA.결의서세부,NULL,,mdt,수정일,Date,,,,,
FAK100,FA.신용카드,NULL,,card_no,카드번호,Text,1,1,,,
FAK100,FA.신용카드,NULL,,card_no2,카드단축번호,Text,,,,,
FAK100,FA.신용카드,NULL,,card_nm,카드명,Text,,,,,
FAK100,FA.신용카드,NULL,,co_cd,법인코드,Text,,,,,
FAK100,FA.신용카드,NULL,,card_bc,카드구분,Combo,,,,,
FAK100,FA.신용카드,NULL,,card_kd,카드유형,Combo,,,,,
FAK100,FA.신용카드,NULL,,iss_cust,카드사,Text,,,,,
FAK100,FA.신용카드,NULL,,max_amt,한도금액,Decimal,,,,,
FAK100,FA.신용카드,NULL,,max_amt2,한도금액_달러,Decimal,,,,,
FAK100,FA.신용카드,NULL,,pay_day,결제일,Text,,,,,
FAK100,FA.신용카드,NULL,,to_month,유효기간,Text,,,,,
FAK100,FA.신용카드,NULL,,use_yn,사용여부,Check,,,,,
FAK100,FA.신용카드,NULL,,bank_cd,결제은행,Text,,,,,
FAK100,FA.신용카드,NULL,,acct_no,결제계좌,Text,,,,,
FAK100,FA.신용카드,NULL,,usr,주사용자,Text,,,,,
FAK100,FA.신용카드,NULL,,rmks,비고,Text,,,,,
FAK100,FA.신용카드,NULL,,cid,생성자,Int,,,,,
FAK100,FA.신용카드,NULL,,cdt,생성일,Date,,,,,
FAK100,FA.신용카드,NULL,,mid,수정자,Int,,,,,
FAK100,FA.신용카드,NULL,,mdt,수정일,Date,,,,,
FAL100,FA.차입계약,NULL,,loan_no,계약번호,Text,1,1,,,
FAL100,FA.차입계약,NULL,,co_cd,법인코드,Text,,,,,
FAL100,FA.차입계약,NULL,,bank_cd,금융기관코드,Text,1,,,,
FAL100,FA.차입계약,NULL,,acct_no,계좌번호,Text,,,,,
FAL100,FA.차입계약,NULL,,acc_cd,계정코드,Text,,,,,
FAL100,FA.차입계약,NULL,,doc_rmk,적요,Text,,,,,
FAL100,FA.차입계약,NULL,,ret_bc,상환방법구분,Combo,,,,,
FAL100,FA.차입계약,NULL,,pay_bc,납입방법구분,Combo,,,,,
FAL100,FA.차입계약,NULL,,asu_bc,담보제공구분,Combo,,,,,
FAL100,FA.차입계약,NULL,,issuer,보증서발급처,Text,,,,,
FAL100,FA.차입계약,NULL,,ast_no,담보자산번호,Text,,,,,
FAL100,FA.차입계약,NULL,,delay_month,거치기간,Int,,,,,
FAL100,FA.차입계약,NULL,,year_cnt,년상환횟수,Int,,,,,
FAL100,FA.차입계약,NULL,,tot_cnt,총분할횟수,Int,,,,,
FAL100,FA.차입계약,NULL,,loan_amt,차입금액,Decimal,,,,,
FAL100,FA.차입계약,NULL,,pay_amt,상환금액,Decimal,,,,,
FAL100,FA.차입계약,NULL,,loan_dt,차입일,Date,,,,,
FAL100,FA.차입계약,NULL,,fr_dt,시작일,Date,,,,,
FAL100,FA.차입계약,NULL,,to_dt,종료일,Date,,,,,
FAL100,FA.차입계약,NULL,,max_amt,한도금액,Decimal,,,,,
FAL100,FA.차입계약,NULL,,forn_amt,한도외화,Decimal,,,,,
FAL100,FA.차입계약,NULL,,cury_bc,통화구분,Combo,,,,,
FAL100,FA.차입계약,NULL,,int_rt,이율,Decimal,,,,,
FAL100,FA.차입계약,NULL,,assure,대표이사연대보증,Text,,,,,
FAL100,FA.차입계약,NULL,,ex_rt,환율,Decimal,,,,,
FAL100,FA.차입계약,NULL,,stat_bc,진행상태,Combo,,,,,
FAL100,FA.차입계약,NULL,,rmks,비고,Text,,,,,
FAL100,FA.차입계약,NULL,,cid,생성자,Int,,,,,
FAL100,FA.차입계약,NULL,,cdt,생성일,Date,,,,,
FAL100,FA.차입계약,NULL,,mid,수정자,Int,,,,,
FAL100,FA.차입계약,NULL,,mdt,수정일,Date,,,,,
FAL100,FA.차입계약,NULL,,expn_yn,NULL,Check,,,,,
FAL100,FA.차입계약,NULL,,acc_cd2,NULL,Text,,,,,
FAL100,FA.차입계약,NULL,,acc_cd3,NULL,Text,,,,,
FAL100,FA.차입계약,NULL,,done_yn,NULL,Check,,,,,
FAL100,FA.차입계약,NULL,,cury_yn,NULL,Check,,,,,
FAL100,FA.차입계약,NULL,,acct_no2,NULL,Text,,,,,
FAL100,FA.차입계약,NULL,,doc_no,NULL,Text,,,,,
FAL150,FA.차입상환계획,NULL,,loan_no,계약번호,Text,1,1,,,
FAL150,FA.차입상환계획,NULL,,seq_id,등록ID,Int,1,1,,,
FAL150,FA.차입상환계획,NULL,,pay_sq,순번,Int,,,,,
FAL150,FA.차입상환계획,NULL,,pay_dt,상환일,Date,,,,,
FAL150,FA.차입상환계획,NULL,,bas_amt,원금,Decimal,,,,,
FAL150,FA.차입상환계획,NULL,,int_amt,이자,Decimal,,,,,
FAL150,FA.차입상환계획,NULL,,rmks,비고,Text,,,,,
FAL150,FA.차입상환계획,NULL,,cid,생성자,Int,,,,,
FAL150,FA.차입상환계획,NULL,,cdt,생성일,Date,,,,,
FAL150,FA.차입상환계획,NULL,,mid,수정자,Int,,,,,
FAL150,FA.차입상환계획,NULL,,mdt,수정일,Date,,,,,
FAM500,FA.예산정보,NULL,,co_cd,법인코드,Text,1,1,,,
FAM500,FA.예산정보,NULL,,bud_mon,예산년월,Text,1,1,,,
FAM500,FA.예산정보,NULL,,dept_cd,부서코드,Text,1,1,,,
FAM500,FA.예산정보,NULL,,acc_cd,계정코드,Text,1,1,,,
FAM500,FA.예산정보,NULL,,bas_amt,경영예산금액,Decimal,,,,,
FAM500,FA.예산정보,NULL,,chg_amt,수정예산금액,Decimal,,,,,
FAM500,FA.예산정보,NULL,,act_amt,실행예산금액,Decimal,,,,,
FAM500,FA.예산정보,NULL,,use_amt,사용금액_가전표,Decimal,,,,,
FAM500,FA.예산정보,NULL,,app_amt,사용금액_승인전표,Decimal,,,,,
FAM500,FA.예산정보,NULL,,bas_rid,경영예산_등록자,Int,,,,,
FAM500,FA.예산정보,NULL,,bas_dt,경영예산_등록일,Date,,,,,
FAM500,FA.예산정보,NULL,,chg_rid,수정예산_등록자,Int,,,,,
FAM500,FA.예산정보,NULL,,chg_dt,수정예산_등록일,Date,,,,,
FAM500,FA.예산정보,NULL,,act_rid,실행예산_등록자,Int,,,,,
FAM500,FA.예산정보,NULL,,act_dt,실행예산_등록일,Date,,,,,
FAN100,FA.설비예산,NULL,,co_cd,법인코드,Text,1,1,,,
FAN100,FA.설비예산,NULL,,bs_cd,사업장코드,Text,1,1,,,
FAN100,FA.설비예산,NULL,,bud_year,예산년도,Text,1,1,,,
FAN100,FA.설비예산,NULL,,bud_no,예산년번,Int,1,1,,,
FAN100,FA.설비예산,NULL,,acc_cd,계정코드,Text,,,,,
FAN100,FA.설비예산,NULL,,dept_cd,부서코드,Text,,,,,
FAN100,FA.설비예산,NULL,,item,설비항목,Text,,,,,
FAN100,FA.설비예산,NULL,,rmks,적요,Text,,,,,
FAN100,FA.설비예산,NULL,,amt,금액,Decimal,,,,,
FAN100,FA.설비예산,NULL,,apr_rid,승인자ID,Int,,,,,
FAN100,FA.설비예산,NULL,,apr_dt,승인일시,Date,,,,,
FAN100,FA.설비예산,NULL,,cid,생성자,Int,,,,,
FAN100,FA.설비예산,NULL,,cdt,생성일,Date,,,,,
FAN100,FA.설비예산,NULL,,mid,수정자,Int,,,,,
FAN100,FA.설비예산,NULL,,mdt,수정일,Date,,,,,
FAN110,FA.설비예산,NULL,,co_cd,법인코드,Text,1,1,,,
FAN110,FA.설비예산,NULL,,bs_cd,사업장코드,Text,1,1,,,
FAN110,FA.설비예산,NULL,,bud_year,예산년도,Text,1,1,,,
FAN110,FA.설비예산,NULL,,bud_no,예산년번,Int,1,1,,,
FAN110,FA.설비예산,NULL,,bud_mon,예산월,Text,1,1,,,
FAN110,FA.설비예산,NULL,,acc_cd,계정코드,Text,,,,,
FAN110,FA.설비예산,NULL,,dept_cd,부서코드,Text,,,,,
FAN110,FA.설비예산,NULL,,item,설비항목,Text,,,,,
FAN110,FA.설비예산,NULL,,rmks,적요,Text,,,,,
FAN110,FA.설비예산,NULL,,apr_rid,승인자ID,Int,,,,,
FAN110,FA.설비예산,NULL,,apr_dt,승인일시,Date,,,,,
FAN110,FA.설비예산,NULL,,cid,생성자,Int,,,,,
FAN110,FA.설비예산,NULL,,cdt,생성일,Date,,,,,
FAN110,FA.설비예산,NULL,,mid,수정자,Int,,,,,
FAN110,FA.설비예산,NULL,,mdt,수정일,Date,,,,,
FAN200,FA.일반예산,NULL,,co_cd,법인코드,Text,1,1,,,
FAN200,FA.일반예산,NULL,,bs_cd,사업장코드,Text,1,1,,,
FAN200,FA.일반예산,NULL,,bud_mon,예산년월,Text,1,1,,,
FAN200,FA.일반예산,NULL,,bud_bc,예산구분,Combo,1,1,,,
FAN200,FA.일반예산,NULL,,bud_sq,예산차수,Int,1,1,,,
FAN200,FA.일반예산,NULL,,acc_cd,계정코드,Text,1,1,,,
FAN200,FA.일반예산,NULL,,rmk_cd,표준적요코드,Text,1,1,,,
FAN200,FA.일반예산,NULL,,dept_cd,부서코드,Text,1,1,,,
FAN200,FA.일반예산,NULL,,amt,금액,Decimal,,,,,
FAN200,FA.일반예산,NULL,,apr_rid,승인자ID,Int,,,,,
FAN200,FA.일반예산,NULL,,apr_dt,승인일자,Date,,,,,
FAN200,FA.일반예산,NULL,,rmks,비고,Text,,,,,
FAN200,FA.일반예산,NULL,,cid,생성자,Int,,,,,
FAN200,FA.일반예산,NULL,,cdt,생성일,Date,,,,,
FAN200,FA.일반예산,NULL,,mid,수정자,Int,,,,,
FAN200,FA.일반예산,NULL,,mdt,수정일,Date,,,,,
FAN300,FA.추가예산,NULL,,co_cd,법인코드,Text,1,1,,,
FAN300,FA.추가예산,NULL,,bs_cd,사업장코드,Text,1,1,,,
FAN300,FA.추가예산,NULL,,add_dt,추가예산신청일자,Date,1,1,,,
FAN300,FA.추가예산,NULL,,add_no,추가예산신청번호,Int,1,1,,,
FAN300,FA.추가예산,NULL,,dept_cd,부서코드,Text,,,,,
FAN300,FA.추가예산,NULL,,bud_mon,예산년월,Text,,,,,
FAN300,FA.추가예산,NULL,,acc_cd,계정코드,Text,,,,,
FAN300,FA.추가예산,NULL,,rmk_cd,표준적요코드,Text,,,,,
FAN300,FA.추가예산,NULL,,rmk,적요,Text,,,,,
FAN300,FA.추가예산,NULL,,add_amt,추가예금액,Decimal,,,,,
FAN300,FA.추가예산,NULL,,cid,생성자,Int,,,,,
FAN300,FA.추가예산,NULL,,cdt,생성일,Date,,,,,
FAN300,FA.추가예산,NULL,,mid,수정자,Int,,,,,
